"team","age","height","weight","gp","pts","reb","ast","net_rating","oreb_pct","dreb_pct","usg_pct","ts_pct","ast_pct"
"UTA","Young","Medium","Light","42","Low","Low","Low","Average","Low","Medium","Medium","LowEff","High"
"MEM","Young","Tall","Medium","78","Medium","Medium","Low","Positive","Low","Medium","Medium","Solid","Low"
"MIN","Young","Medium","Medium","74","Low","Medium","Low","Average","High","High","Low","Elite","Low"
"CLE","Young","Tall","Medium","56","Medium","High","Low","Average","High","High","Low","Elite","Low"
"MEM","Young","Medium","Light","37","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Medium"
"DEN","Veteran","Medium","Medium","75","Low","Low","Low","Average","Low","Low","Low","Elite","Low"
"BOS","Young","Medium","Medium","76","High","Medium","Medium","Positive","Low","Medium","High","Solid","Medium"
"MIN","Young","Medium","Light","62","Low","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"DAL","Prime","Medium","Light","79","Medium","Low","Medium","Average","Low","Medium","Medium","Solid","Medium"
"NOP","Young","Tall","Medium","70","Low","Low","Low","Average","Medium","Medium","Low","Elite","Low"
"CHI","Prime","Medium","Medium","65","Low","Low","Low","Average","Medium","Medium","Low","Elite","Low"
"BOS","Prime","Medium","Medium","66","Medium","Medium","Low","Positive","Low","Medium","High","Solid","Medium"
"SAS","Prime","Tall","Medium","68","Medium","Medium","Low","Average","High","Medium","Medium","Elite","Medium"
"MIN","Prime","Medium","Medium","34","Low","Low","Low","Average","Low","Medium","Low","LowEff","Low"
"PHI","Young","Medium","Light","55","Low","Low","Low","Average","Low","Low","Low","LowEff","Low"
"IND","Young","Tall","Medium","36","Low","Low","Low","Average","High","Medium","Medium","Elite","Low"
"LAC","Young","Tall","Medium","68","Low","Low","Low","Positive","Medium","Medium","Low","Elite","Medium"
"CLE","Young","Medium","Medium","67","Low","Low","Low","Average","Low","Low","Low","Solid","Low"
"OKC","Young","Medium","Medium","45","Low","Low","Low","Negative","Medium","Medium","Medium","Elite","Medium"
"NYK","Young","Medium","Light","78","Low","Low","Low","Positive","Low","Medium","Medium","Solid","Medium"
"NOP","Young","Medium","Medium","78","Low","Low","Low","Average","Low","Low","Low","Solid","Low"
"UTA","Veteran","Tall","Medium","65","Low","Medium","Low","Positive","High","High","Low","Elite","Low"
"SAC","Prime","Medium","Medium","77","Medium","Medium","Low","Negative","Low","Medium","Medium","Elite","Medium"
"DET","Young","Medium","Light","58","Low","Low","Low","Negative","Low","Medium","Medium","Solid","Low"
"ORL","Young","Medium","Medium","42","Low","Low","Low","Negative","Low","Low","Low","LowEff","Medium"
"POR","Young","Medium","Medium","48","Low","Low","Low","Negative","Medium","Medium","Low","LowEff","Low"
"DET","Young","Medium","Medium","71","Low","Medium","Low","Negative","High","High","Low","Solid","Low"
"HOU","Prime","Medium","Medium","78","Low","Low","Low","Negative","Medium","Medium","Medium","Solid","Medium"
"PHX","Veteran","Medium","Medium","67","Low","Low","Low","Positive","Low","Medium","Low","Solid","Low"
"MIN","Young","Medium","Light","70","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"CHA","Veteran","Short","Light","22","Low","Low","Low","Average","Low","Low","Medium","LowEff","Medium"
"PHX","Veteran","Tall","Medium","74","Low","Medium","Low","Positive","High","High","Medium","Elite","Low"
"DEN","Veteran","Medium","Medium","67","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"MEM","Young","Medium","Light","57","High","Medium","Medium","Average","Low","Medium","High","Solid","High"
"CHA","Young","Medium","Light","33","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"LAC","Prime","Tall","Medium","76","Low","Medium","Low","Average","High","High","Low","Elite","Low"
"PHX","Prime","Medium","Medium","45","Low","Low","Low","Positive","Medium","Low","Low","LowEff","Low"
"WAS","Veteran","Short","Light","65","Low","Low","Low","Negative","Low","Low","Medium","LowEff","High"
"UTA","Prime","Medium","Medium","24","Low","Low","Low","Negative","Low","Medium","Low","Solid","Low"
"POR","Young","Medium","Medium","37","Low","Low","Low","Negative","Low","Medium","Low","LowEff","High"
"HOU","Prime","Medium","Light","64","Medium","Low","Medium","Average","Low","Low","Medium","Solid","High"
"PHI","Prime","Medium","Light","22","Low","Low","Low","Average","Medium","Low","Low","LowEff","Low"
"PHI","Young","Medium","Medium","23","Low","Low","Low","Negative","High","High","Low","Elite","Low"
"CLE","Prime","Medium","Medium","66","Low","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"LAL","Veteran","Medium","Medium","69","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Low"
"CLE","Prime","Medium","Medium","58","Medium","Low","Medium","Average","Low","Low","High","Solid","Medium"
"PHX","Prime","Medium","Light","58","Low","Low","Medium","Positive","Low","Medium","Medium","LowEff","High"
"PHX","Prime","Medium","Medium","66","Medium","Low","Low","Positive","Low","Medium","Low","Elite","Low"
"BKN","Young","Medium","Medium","67","Low","Low","Low","Negative","Low","Medium","Medium","LowEff","Medium"
"NYK","Young","Medium","Medium","49","Low","Low","Low","Negative","Low","Low","Medium","Solid","Low"
"POR","Young","Medium","Light","24","Medium","Low","Low","Negative","Low","Low","Medium","LowEff","Medium"
"BKN","Prime","Medium","Light","72","Low","Low","Low","Average","Medium","Medium","Low","Solid","Medium"
"HOU","Young","Medium","Medium","30","Low","Low","Low","Negative","High","High","Medium","Elite","Low"
"IND","Prime","Medium","Medium","81","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"POR","Young","Medium","Light","58","Low","Low","Low","Negative","Medium","Medium","Low","LowEff","Medium"
"NOP","Prime","Medium","Light","62","Medium","Low","Medium","Average","Low","Medium","High","Solid","Medium"
"DET","Young","Medium","Medium","64","Medium","Medium","Medium","Negative","Low","Medium","High","LowEff","High"
"MIA","Prime","Medium","Medium","60","Low","Low","Low","Positive","Medium","Medium","Low","Elite","Low"
"DEN","Prime","Medium","Medium","75","Low","Low","Low","Average","Low","Low","Medium","Solid","Low"
"SAC","Prime","Medium","Medium","60","Low","Medium","Low","Negative","Low","High","Medium","Solid","Low"
"TOR","Prime","Medium","Light","80","Low","Medium","Low","Positive","Medium","Medium","Low","Solid","Low"
"HOU","Young","Medium","Medium","24","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Medium"
"TOR","Young","Medium","Medium","64","Low","Low","Low","Average","Low","Medium","Low","LowEff","Medium"
"POR","Veteran","Medium","Light","29","Medium","Low","Medium","Average","Low","Medium","High","Solid","High"
"GSW","Prime","Medium","Medium","63","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"BOS","Prime","Medium","Medium","47","Low","Low","Low","Average","Medium","Medium","Low","Solid","Low"
"ATL","Veteran","Tall","Medium","66","Low","Low","Low","Average","Low","Medium","Medium","Solid","Low"
"PHI","Veteran","Medium","Medium","62","Low","Low","Low","Average","Low","Low","Low","Solid","Low"
"UTA","Prime","Medium","Medium","42","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"NOP","Young","Medium","Light","55","Medium","Medium","Medium","Average","Low","Medium","High","Solid","High"
"LAL","Veteran","Short","Light","55","Low","Low","Low","Negative","Low","Low","Low","Elite","Medium"
"GSW","Prime","Short","Light","34","Low","Low","Low","Negative","Low","Low","Low","LowEff","High"
"IND","Prime","Medium","Light","55","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"PHX","Veteran","Short","Light","65","Medium","Low","High","Positive","Low","Medium","Medium","Solid","High"
"HOU","Prime","Medium","Medium","68","Medium","Medium","Low","Negative","Medium","High","Medium","Solid","Medium"
"ORL","Young","Medium","Medium","70","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Medium"
"MIN","Prime","Medium","Light","65","Medium","Low","Medium","Average","Low","Low","Medium","Solid","High"
"ATL","Prime","Tall","Medium","74","Low","High","Low","Average","High","High","Low","Elite","Low"
"CHA","Prime","Medium","Medium","71","Low","Low","Low","Average","Low","Medium","Low","Solid","Medium"
"POR","Prime","Tall","Medium","27","Low","Low","Low","Average","High","High","Low","Elite","Low"
"ORL","Young","Medium","Light","65","Medium","Low","Medium","Negative","Low","Medium","Medium","LowEff","High"
"WAS","Young","Medium","Medium","77","Low","Low","Low","Average","Low","Low","Low","Solid","Low"
"DET","Prime","Medium","Light","65","Low","Low","Low","Negative","Low","Low","Low","Solid","Medium"
"CHI","Young","Medium","Light","61","Medium","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"CLE","Prime","Short","Light","36","Low","Low","Low","Negative","Low","Medium","Low","LowEff","High"
"MEM","Prime","Medium","Medium","64","Low","Low","Low","Positive","Medium","Medium","Low","Elite","Medium"
"LAC","Young","Medium","Light","51","Low","Low","Low","Average","Low","Medium","Medium","LowEff","Medium"
"HOU","Prime","Medium","Medium","46","Low","Low","Low","Negative","Medium","Medium","Low","Solid","Low"
"BKN","Young","Medium","Medium","22","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Low"
"DEN","Prime","Medium","Medium","75","Medium","Medium","Low","Positive","Medium","Medium","Medium","Elite","Medium"
"SAC","Young","Short","Light","75","Low","Low","Medium","Negative","Low","Low","Medium","LowEff","Medium"
"PHX","Prime","Short","Light","63","Low","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"OKC","Young","Medium","Light","50","Low","Low","Low","Negative","Low","Low","Low","Solid","Low"
"ORL","Prime","Medium","Medium","38","Low","Low","Low","Negative","Low","Medium","Low","Solid","Low"
"BOS","Veteran","Medium","Medium","69","Low","Medium","Low","Positive","Medium","High","Low","Solid","Medium"
"BOS","Young","Medium","Medium","52","Low","Low","Low","Average","Low","Medium","Low","LowEff","Low"
"NYK","Prime","Medium","Medium","81","Low","Low","Low","Average","Low","Medium","Low","Solid","Medium"
"DAL","Prime","Tall","Medium","56","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"BKN","Young","Medium","Medium","32","Low","Low","Low","Positive","High","Medium","Medium","Solid","Low"
"WAS","Young","Medium","Medium","82","Low","Low","Low","Average","Low","Medium","Low","Solid","Medium"
"ATL","Prime","Medium","Light","77","Low","Low","Low","Average","Low","Medium","Low","Solid","Medium"
"SAS","Prime","Medium","Light","68","Medium","Medium","High","Average","Low","Medium","High","Solid","High"
"PHX","Young","Tall","Medium","58","Medium","Medium","Low","Positive","Medium","High","Medium","Elite","Low"
"CLE","Prime","Medium","Medium","51","Low","Low","Low","Average","Low","Medium","Low","Solid","Low"
"DEN","Prime","Medium","Medium","48","Low","Low","Low","Average","Low","Medium","Low","Elite","Medium"
"DEN","Veteran","Tall","Medium","48","Low","Medium","Low","Average","High","High","High","Solid","Medium"
"MIL","Prime","Medium","Medium","56","Low","Low","Low","Average","Low","Medium","Low","Elite","Low"
"PHI","Veteran","Tall","Medium","48","Low","Medium","Low","Negative","High","High","Low","Elite","Low"
"MEM","Young","Medium","Light","73","Low","Low","Low","Positive","Low","Medium","Medium","Solid","Medium"
"ATL","Young","Medium","Medium","53","Medium","Low","Low","Average","Low","Low","Medium","Solid","Low"
"SAC","Young","Medium","Light","59","Medium","Low","Medium","Average","Low","Low","High","Solid","High"
"CHI","Veteran","Medium","Medium","76","High","Low","Medium","Average","Low","Medium","High","Solid","Medium"
"CHI","Prime","Medium","Light","41","Low","Low","Medium","Positive","Low","Medium","Low","Solid","Medium"
"CHI","Young","Medium","Light","77","Low","Low","Low","Negative","Low","Low","Low","Solid","Medium"
"MIA","Young","Medium","Medium","56","Medium","Medium","Low","Positive","Medium","High","Medium","Elite","Medium"
"POR","Prime","Medium","Light","64","Low","Low","Low","Negative","Low","Low","Medium","Solid","Low"
"PHX","Prime","Medium","Medium","36","Low","Low","Low","Positive","High","High","Low","Solid","Low"
"BKN","Veteran","Medium","Medium","56","Low","Low","Low","Average","Medium","Medium","Low","LowEff","Medium"
"LAL","Veteran","Medium","Light","62","Low","Low","Low","Negative","Low","Low","Low","Solid","Low"
"DAL","Veteran","Tall","Heavy","23","Low","Low","Low","Positive","Medium","High","High","Elite","Low"
"ATL","Prime","Medium","Medium","63","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"UTA","Veteran","Medium","Medium","69","Medium","Low","Low","Average","Low","Medium","Medium","Solid","Low"
"DEN","Young","Medium","Light","69","Low","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"WAS","Veteran","Medium","Medium","23","Low","Low","Low","Negative","Low","Medium","Low","LowEff","Medium"
"WAS","Prime","Medium","Medium","40","Medium","Low","Medium","Average","Low","Low","High","Solid","High"
"MIL","Prime","Tall","Medium","72","Medium","Medium","Low","Positive","Medium","High","Medium","Solid","Low"
"OKC","Young","Tall","Light","61","Low","Low","Low","Average","Medium","Medium","Medium","LowEff","Medium"
"DEN","Prime","Medium","Light","67","Low","Low","Low","Average","Low","Low","Low","Solid","Low"
"SAC","Prime","Tall","Medium","39","Low","Low","Low","Negative","Medium","Medium","Low","Solid","Medium"
"NOP","Prime","Medium","Medium","23","Low","Low","Low","Negative","High","High","Low","LowEff","Low"
"HOU","Young","Tall","Medium","72","Low","Medium","Low","Negative","Medium","Medium","Medium","Solid","Medium"
"LAC","Prime","Medium","Medium","69","Low","Low","Low","Average","Low","Medium","Low","Solid","Medium"
"BKN","Prime","Tall","Heavy","73","Low","Medium","Low","Average","High","High","Medium","Solid","Medium"
"LAL","Young","Medium","Light","61","Low","Low","Low","Average","Low","Low","Low","Solid","Medium"
"GSW","Veteran","Medium","Medium","31","Low","Low","Low","Positive","Low","Medium","Low","LowEff","High"
"POR","Young","Medium","Light","57","Medium","Low","Low","Average","Low","Low","Medium","Solid","Medium"
"LAL","Prime","Tall","Medium","40","Medium","Medium","Low","Average","Medium","Medium","High","Solid","Medium"
"MIN","Young","Medium","Medium","72","Medium","Low","Low","Average","Low","Medium","High","Solid","Medium"
"WAS","Prime","Medium","Medium","44","Low","Low","Low","Positive","Medium","Medium","Low","Elite","Low"
"TOR","Young","Medium","Light","54","Low","Low","Low","Average","Low","Low","Low","LowEff","Medium"
"GSW","Prime","Medium","Light","73","Medium","Low","Low","Positive","Low","Low","Medium","Solid","Medium"
"DET","Prime","Medium","Medium","47","Medium","Low","Low","Negative","Low","Medium","High","Solid","Medium"
"MIN","Prime","Short","Light","62","Low","Low","Low","Average","Low","Low","Low","Solid","High"
"SAC","Prime","Medium","Light","56","Low","Low","Low","Average","Low","Medium","Medium","Solid","Medium"
"GSW","Prime","Medium","Light","63","Low","Medium","Low","Positive","Medium","Medium","Low","Solid","Low"
"IND","Young","Medium","Medium","67","Low","Low","Low","Negative","Medium","Medium","Low","Solid","Low"
"MIA","Young","Tall","Heavy","56","Low","Low","Low","Positive","High","High","Medium","Solid","Medium"
"OKC","Young","Tall","Medium","22","Low","Low","Low","Average","Medium","Medium","Low","Elite","Low"
"NYK","Young","Medium","Medium","72","Low","Low","Low","Positive","Medium","Medium","Medium","Elite","Medium"
"TOR","Young","Medium","Medium","48","Medium","Medium","Low","Average","Low","Medium","Medium","Solid","Medium"
"LAC","Prime","Medium","Medium","45","Medium","Low","Low","Negative","Low","Low","Medium","Elite","Medium"
"CHI","Veteran","Tall","Medium","73","Medium","High","Low","Average","Medium","High","Medium","Solid","Medium"
